date,close,monthly_return
2004-02-27,43.55856704711914,0.009515705307716393
2004-03-31,43.97502136230469,0.009560790067658864
2004-04-30,41.54816818237305,-0.055187083593140285
2004-05-28,42.44187927246094,0.02151024050362471
2004-06-30,44.23762893676758,0.042310795259055345
2004-07-30,41.24195098876953,-0.0677178687013269
2004-08-31,40.619590759277344,-0.015090465280404919
2004-09-30,42.786014556884766,0.05333445652976265
2004-10-29,43.6654052734375,0.020553228097082155
2004-11-30,47.682830810546875,0.09200476926646672
2004-12-31,48.82268142700195,0.023904843673898668
2005-01-31,46.839622497558594,-0.04061757509997399
2005-02-28,47.60869598388672,0.016419293011343372
2005-03-31,46.25910186767578,-0.028347638773128958
2005-04-29,43.642242431640625,-0.0565696118251644
2005-05-31,46.46361541748047,0.06464775475868656
2005-06-30,48.35761260986328,0.040763018016679364
2005-07-29,51.538414001464844,0.06577664239265579
2005-08-31,50.50598907470703,-0.02003214392139563
2005-09-30,50.55385971069336,0.000947820978528302
2005-10-31,48.56644058227539,-0.039312905874871906
2005-11-30,51.36100387573242,0.057541035743041924
2005-12-30,51.00151824951172,-0.006999193923282299
2006-01-31,55.30512237548828,0.08438188261224489
2006-02-28,55.480953216552734,0.003179286719061425
2006-03-31,58.20444107055664,0.04908869974482255
2006-04-28,58.38064193725586,0.00302727529821345
2006-05-31,55.063236236572266,-0.056823727704963356
2006-06-30,55.04022979736328,-0.0004178185079812824
2006-07-31,53.46720886230469,-0.02857947615498413
2006-08-31,55.07090759277344,0.02999406111882119
2006-09-29,55.42425537109375,0.006416233066888433
2006-10-31,58.68040466308594,0.0587495361045558
2006-11-30,60.096797943115234,0.024137415005256457
2006-12-29,60.3209228515625,0.0037293985057142987
2007-01-31,61.34132385253906,0.016916203412331132
2007-02-28,60.939353942871094,-0.006553003496212129
2007-03-30,61.536705017089844,0.009802386070235425
2007-04-30,62.53584289550781,0.016236453969066034
2007-05-31,65.26994323730469,0.043720532341193996
2007-06-29,64.33121490478516,-0.014382245271863603
2007-07-31,59.830345153808594,-0.06996400981449169
2007-08-31,61.10301971435547,0.021271389246964034
2007-09-28,62.26293182373047,0.01898289339540593
2007-10-31,64.03656005859375,0.028486102130309554
2007-11-30,59.625850677490234,-0.06887798746634255
2007-12-31,59.24129104614258,-0.006449545406533419
2008-01-31,55.369911193847656,-0.0653493498188541
2008-02-29,53.74645233154297,-0.029320235978364306
2008-03-31,53.38859558105469,-0.006658239473757099
2008-04-30,55.820003509521484,0.045541709835304145
2008-05-30,58.37643814086914,0.04579782283445377
2008-06-30,53.982757568359375,-0.07526462237910614
2008-07-31,55.9655876159668,0.036730803258735456
2008-08-29,57.96659469604492,0.035754240513097724
2008-09-30,53.47333908081055,-0.07751456918929467
2008-10-31,42.26752471923828,-0.20955890457182214
2008-11-28,37.226863861083984,-0.11925611664361346
2008-12-31,39.01588439941406,0.04805724556884505
2009-01-30,35.244239807128906,-0.0966694629724143
2009-02-27,31.020965576171875,-0.1198287792294156
2009-03-31,33.427459716796875,0.0775763776506524
2009-04-30,38.57075500488281,0.1538643777200186
2009-05-29,39.882415771484375,0.03400661372678648
2009-06-30,40.6058349609375,0.01813880065836848
2009-07-31,44.32981872558594,0.09171055756471658
2009-08-31,45.63011169433594,0.029332241956575134
2009-09-30,48.168338775634766,0.05562614219096673
2009-10-30,45.04188537597656,-0.06490681387666353
2009-11-30,46.44918441772461,0.031244230342512225
2009-12-31,50.13017654418945,0.07924772356304732
2010-01-29,48.2595329284668,-0.037315719685800275
2010-02-26,50.419212341308594,0.044751353396706106
2010-03-31,54.56903076171875,0.08230629213955809
2010-04-30,57.667724609375,0.05678484305845588
2010-05-28,53.32151794433594,-0.07536636297823518
2010-06-30,49.1926155090332,-0.07743407529419977
2010-07-30,52.50372314453125,0.06730903818053813
2010-08-31,48.59543228149414,-0.07443835653861042
2010-09-30,54.643272399902344,0.12445285152265861
2010-10-29,56.90994644165039,0.04148130121416549
2010-11-30,58.893314361572266,0.034850989043811786
2010-12-31,63.62440872192383,0.08033330118432924
2011-01-31,63.38858413696289,-0.0037065112226288832
2011-02-28,66.9015884399414,0.05542014150983432
2011-03-31,68.58956146240234,0.025230686771753774
2011-04-29,70.39862823486328,0.026375249147096325
2011-05-31,69.13553619384766,-0.01794199791509732
2011-06-30,67.47319030761719,-0.024044738462278725
2011-07-29,65.17493438720703,-0.03406176453095178
2011-08-31,59.37995910644531,-0.08891417130293566
2011-09-30,52.758914947509766,-0.11150300974553673
2011-10-31,60.72608947753906,0.15101096256350033
